topics significance commonGenes percentOfTopics percentOfReference
156 205.524124540769 198 67.5767918088737 66.8918918918919
46 185.09651719268 163 81.0945273631841 55.0675675675676
124 167.956063793527 182 58.7096774193548 61.4864864864865
75 156.315522194509 214 39.051094890511 72.2972972972973
55 149.588263384679 156 65 52.7027027027027
98 140.764175874731 193 41.063829787234 65.2027027027027
99 101.521457984745 140 45.4545454545455 47.2972972972973
153 97.5247341713563 123 52.7896995708155 41.554054054054
159 92.8007773827415 103 64.7798742138365 34.7972972972973
162 70.0453883340846 69 79.3103448275862 23.3108108108108
