topics significance commonGenes percentOfTopics percentOfReference
58 232.430944081941 146 81.5642458100559 91.8238993710692
153 200.155718114496 145 62.2317596566524 91.1949685534591
99 99.1034955382135 108 35.0649350649351 67.9245283018868
98 82.3982585043608 112 23.8297872340426 70.440251572327
156 77.2270684816318 93 31.740614334471 58.4905660377358
46 76.8212183298819 82 40.7960199004975 51.5723270440252
75 75.7141770500465 113 20.6204379562044 71.0691823899371
55 75.4109719332096 86 35.8333333333333 54.0880503144654
119 72.2879416428865 80 38.6473429951691 50.314465408805
159 71.7443556048515 73 45.9119496855346 45.9119496855346
