topics significance commonGenes percentOfTopics percentOfReference
46 120.987827074355 84 41.7910447761194 96.551724137931
156 113.318751479138 87 29.6928327645051 100
55 112.862949125769 84 35 96.551724137931
124 101.735260950505 84 27.0967741935484 96.551724137931
99 96.7703710658398 82 26.6233766233766 94.2528735632184
98 89.922359608295 86 18.2978723404255 98.8505747126437
75 86.6076180831017 87 15.8759124087591 100
159 85.4739362790119 66 41.5094339622642 75.8620689655172
125 71.0709733257172 70 23.0263157894737 80.4597701149425
93 70.045388334087 69 23.3108108108108 79.3103448275862
