topics significance commonGenes percentOfTopics percentOfReference
99 288.09185159712 276 89.6103896103896 58.7234042553191
124 277.124426577342 272 87.741935483871 57.8723404255319
75 276.071769732005 342 62.4087591240876 72.7659574468085
55 206.444914763905 211 87.9166666666667 44.8936170212766
156 196.994258476509 226 77.1331058020478 48.0851063829787
108 190.529461023922 327 43.6582109479306 69.5744680851064
119 189.856772524443 189 91.304347826087 40.2127659574468
46 178.162656788104 181 90.0497512437811 38.5106382978723
64 176.001888309921 356 35.1778656126482 75.7446808510638
136 175.155820751856 283 49.4755244755245 60.2127659574468
